~id, ~label,ciknumber:String 
0001000275,'holder','0001000275'
0001037763,'holder','0001037763'
0000102909,'holder','0000102909'
0001093589,'holder','0001093589'
0001002912,'holder','0001002912'
0000102909,'holder','0000102909'
0001077428,'holder','0001077428'
0001037389,'holder','0001037389'
0001021117,'holder','0001021117'
0001007295,'holder','0001007295'
0001029730,'holder','0001029730'
0001014306,'holder','0001014306'
0001040188,'holder','0001040188'
0001167456,'holder','0001167456'
0001054074,'holder','0001054074'
0000102909,'holder','0000102909'
0000102909,'holder','0000102909'
0001088950,'holder','0001088950'
0001040188,'holder','0001040188'
0001093589,'holder','0001093589'
0001006378,'holder','0001006378'
0001163744,'holder','0001163744'
0001078013,'holder','0001078013'
0000102909,'holder','0000102909'
0001029730,'holder','0001029730'
0001080628,'holder','0001080628'
0001207017,'holder','0001207017'
0001040188,'holder','0001040188'
0001012622,'holder','0001012622'
0000102909,'holder','0000102909'
0001088950,'holder','0001088950'
0001021249,'holder','0001021249'
0001037389,'holder','0001037389'
0001008322,'holder','0001008322'
0001115418,'holder','0001115418'
0001101250,'holder','0001101250'
0001037389,'holder','0001037389'
0001040762,'holder','0001040762'
0001125816,'holder','0001125816'
0001102578,'holder','0001102578'
0001000275,'holder','0001000275'
0001013701,'holder','0001013701'
0000102909,'holder','0000102909'
0001029730,'holder','0001029730'
0001108969,'holder','0001108969'
0001592615,'holder','0001592615'
0000102909,'holder','0000102909'
0001010911,'holder','0001010911'
0001080197,'holder','0001080197'
0001009076,'holder','0001009076'
0001021926,'holder','0001021926'
0001029730,'holder','0001029730'
0001037389,'holder','0001037389'
0000102909,'holder','0000102909'
0001021249,'holder','0001021249'
0001054074,'holder','0001054074'
0000102909,'holder','0000102909'
0000102909,'holder','0000102909'
0000102909,'holder','0000102909'
0001018331,'holder','0001018331'
0001021926,'holder','0001021926'
0001002912,'holder','0001002912'
0001053013,'holder','0001053013'
0001002784,'holder','0001002784'
0001597694,'holder','0001597694'
0001115418,'holder','0001115418'
0001037389,'holder','0001037389'
0001029730,'holder','0001029730'
0001009207,'holder','0001009207'
0000102909,'holder','0000102909'
0001088950,'holder','0001088950'
0001037389,'holder','0001037389'
0001108969,'holder','0001108969'
0001009076,'holder','0001009076'
0001009076,'holder','0001009076'
0001009006,'holder','0001009006'
0001040188,'holder','0001040188'
0000102909,'holder','0000102909'
0001207017,'holder','0001207017'
0001021249,'holder','0001021249'
0000102909,'holder','0000102909'
0000102909,'holder','0000102909'
0000102909,'holder','0000102909'
0000102909,'holder','0000102909'
0001053994,'holder','0001053994'
0001027817,'holder','0001027817'
0001616654,'holder','0001616654'
0001008322,'holder','0001008322'
0001080114,'holder','0001080114'
0001007524,'holder','0001007524'
0000102909,'holder','0000102909'
0001007295,'holder','0001007295'
0000102909,'holder','0000102909'
0000102909,'holder','0000102909'
0001084208,'holder','0001084208'
0000102909,'holder','0000102909'
0001053994,'holder','0001053994'
0001002912,'holder','0001002912'
0001037389,'holder','0001037389'
0001161722,'holder','0001161722'
0001011659,'holder','0001011659'
0001037389,'holder','0001037389'
0001616654,'holder','0001616654'
0001029730,'holder','0001029730'
0000102909,'holder','0000102909'
0001115418,'holder','0001115418'
0001077428,'holder','0001077428'
0001002784,'holder','0001002784'
0001161722,'holder','0001161722'
0001207017,'holder','0001207017'
0001002912,'holder','0001002912'
0000102909,'holder','0000102909'
0001084208,'holder','0001084208'
0001002784,'holder','0001002784'
0000102909,'holder','0000102909'
0001037389,'holder','0001037389'
0001040188,'holder','0001040188'
0001089911,'holder','0001089911'
0000102909,'holder','0000102909'
0001009016,'holder','0001009016'
0001586052,'holder','0001586052'
0001008895,'holder','0001008895'
0001079563,'holder','0001079563'
0001029730,'holder','0001029730'
0001054554,'holder','0001054554'
0001006378,'holder','0001006378'
0001040188,'holder','0001040188'
0001021926,'holder','0001021926'
0001029730,'holder','0001029730'
0001021223,'holder','0001021223'
0001088950,'holder','0001088950'
0000102909,'holder','0000102909'
0001000742,'holder','0001000742'
0001011659,'holder','0001011659'
0001021117,'holder','0001021117'
0001021249,'holder','0001021249'
0001088950,'holder','0001088950'
0001053013,'holder','0001053013'
0001029730,'holder','0001029730'
0001025835,'holder','0001025835'
0001015079,'holder','0001015079'
0001080114,'holder','0001080114'
0001029730,'holder','0001029730'
0001037763,'holder','0001037763'
0001029730,'holder','0001029730'
0001037389,'holder','0001037389'
0001179392,'holder','0001179392'
0001029730,'holder','0001029730'
0001002912,'holder','0001002912'
0001021926,'holder','0001021926'
0001029730,'holder','0001029730'
0000102909,'holder','0000102909'
0001021249,'holder','0001021249'
0001115418,'holder','0001115418'
0001009076,'holder','0001009076'
0001029730,'holder','0001029730'
0001000275,'holder','0001000275'
0001013536,'holder','0001013536'
0001008322,'holder','0001008322'
0001020580,'holder','0001020580'
0001009076,'holder','0001009076'
0001026710,'holder','0001026710'
0001102578,'holder','0001102578'
0000102909,'holder','0000102909'
0001115418,'holder','0001115418'
0000102909,'holder','0000102909'
0001506796,'holder','0001506796'
0000102909,'holder','0000102909'
0001029311,'holder','0001029311'
0000102909,'holder','0000102909'
0000102909,'holder','0000102909'
0001056859,'holder','0001056859'
0000102909,'holder','0000102909'
0001021642,'holder','0001021642'
0001076598,'holder','0001076598'
0001018331,'holder','0001018331'
0001081407,'holder','0001081407'
0001082491,'holder','0001082491'
0001034771,'holder','0001034771'
0001440771,'holder','0001440771'
0001005607,'holder','0001005607'
0001179392,'holder','0001179392'
0001009076,'holder','0001009076'
0001050463,'holder','0001050463'
0001616654,'holder','0001616654'
0001021223,'holder','0001021223'
0000102909,'holder','0000102909'
0001029730,'holder','0001029730'
0000102909,'holder','0000102909'
0001029730,'holder','0001029730'
0000102909,'holder','0000102909'
0001002784,'holder','0001002784'
0001039765,'holder','0001039765'
0001029730,'holder','0001029730'
0001029730,'holder','0001029730'
0001029730,'holder','0001029730'
0000102909,'holder','0000102909'
0000102909,'holder','0000102909'
0001029730,'holder','0001029730'
0001008322,'holder','0001008322'
0001088950,'holder','0001088950'
0000102909,'holder','0000102909'
0000102909,'holder','0000102909'
0001506796,'holder','0001506796'
0001008322,'holder','0001008322'
0001084208,'holder','0001084208'
0001540826,'holder','0001540826'
0001039765,'holder','0001039765'
0001040188,'holder','0001040188'
